Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5359,CA,High Occupancy Vehicle (HOV) and High Occupancy Toll (HOT) Lane Exemption,"Compressed natural gas, hydrogen, electric, and plug-in hybrid electric
vehicles meeting specified California and federal emissions standards
and affixed with a California Department of Motor Vehicles (DMV) Clean
Air Vehicle sticker may use HOV lanes regardless of the number of
occupants in the vehicle. Purple stickers expire January 1, 2023; orange
stickers expire January 1, 2024; blue stickers expire January 1, 2025;
and yellow stickers expire September 30, 2025.

Residents with an annual income at or below 80% of California's median
income level may participate in the Income-Based CAV (IB-CAV) Decal
Program, which allows used vehicles with previously issued CAV decals to
retain eligibility for a CAV decal. IB-CAV decals are valid through
January 1, 2024. Additional requirements apply.

The California Department of Transportation must publish a report by
June 1, 2023, detailing the number of stickers issued under this
program. Vehicles originally issued white, green, or red decals are no
longer eligible to participate in this program. Vehicles with stickers
are also eligible for reduced rates on or exemptions from toll charges
imposed on HOT lanes. For more information and restrictions, including a
list of qualifying vehicles and additional eligibility requirements, see
the California Air Resources Board [Carpool
Stickers](http://www.arb.ca.gov/msprog/carpool/carpool.htm) website.

(Reference [California Vehicle Code 5205.5 and 21655.9](http://www.oal.ca.gov/))",2006-09-29 00:00:00 UTC,2018-09-13 00:00:00 UTC,false,25,State Incentives,"",2022-12-27 19:53:44 UTC,2024-01-01 00:00:00 UTC,,,"",ELEC|HY|NG|PHEV,EXEM,"",FLEET|GOV|IND,http://leginfo.legislature.ca.gov|http://leginfo.legislature.ca.gov/|http://leginfo.legislature.ca.gov/|http://www.oal.ca.gov/
5426,AZ,Alternative Fuel Vehicle (AFV) Parking Incentive,"An individual driving a dedicated AFV may park without penalty in
parking areas that are designated for carpool operators, provided the
vehicle is using alternative fuel. Recognized alternative fuels include
propane, natural gas, electricity, hydrogen, and a blend of hydrogen
with propane or natural gas.

(Reference [Arizona Revised Statutes 1-215 and 28-877](https://www.azleg.gov/ARStitle/))",2013-01-01 00:00:00 UTC,,false,25,State Incentives,"",,,,,"",ELEC|HY|NG|PHEV|LPG,EXEM,"",FLEET|GOV|IND,https://www.azleg.gov/ARStitle/
5812,PA,Alternative Fuel Vehicle (AFV) Rebate,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, including
all-electric vehicles (EVs), plug-in hybrid electric vehicles (PHEVs),
compressed natural gas (CNG) vehicles, electric motorcycles, and propane
vehicles. Applicants must meet income eligibility requirements for the
program and eligible AFV purchase price not exceed \$50,000. Rebates are
available in the following amounts:

  Vehicle Type                                               Rebate Amount
  ---------------------------------------------------------- ---------------
  EV (new or pre-owned)                                      \$2,000
  PHEV (new or pre-owned)                                    \$1,500
  CNG, Propane, and Electric Motorcycle (new or pre-owned)   \$500

An additional rebate of \$1,000 is available for all applicants that
meet the [low-income
requirement](https://aspe.hhs.gov/poverty-guidelines), as defined by the
U.S. Department of Health and Human Services. Applications much be
received within six months of vehicle purchase. Rebates are awarded on a
first-come, first-served basis. For more information, including forms
and detailed requirements and restrictions, see the [DEP AFV
Rebates](https://www.dep.pa.gov/Citizens/GrantsLoansRebates/Alternative-Fuels-Incentive-Grant/Pages/Alternative-Fuel-Vehicles.aspx)
website.

(Reference [Title 73 Pennsylvania Statutes, Chapter 18E, Section 1647.3](https://www.pacodeandbulletin.gov/))",2004-01-01 00:00:00 UTC,2008-07-10 00:00:00 UTC,false,15,State Incentives,"",2022-09-13 15:09:40 UTC,,,,"",ELEC|HY|NG|PHEV|LPG,RBATE,"",IND,https://www.pacodeandbulletin.gov/
5874,AZ,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alternative fuels include
propane, natural gas, electricity, hydrogen, and a blend of hydrogen
with propane or natural gas.

(Reference [Arizona Revised Statutes 1-215 and 42-5159](https://www.azleg.gov/ARStitle/))",,,false,35,State Incentives,"",,,,,"",ELEC|HY|NG|PHEV|LPG,EXEM|TAX,"",AFP|PURCH|FLEET|GOV|IND,https://www.azleg.gov/ARStitle/
5979,DC,Electric Vehicle (EV) Title Excise Tax Exemption,"Qualified EVs are exempt from the excise tax imposed on an original
certificate of title. The original purchaser and subsequent purchasers
of the same vehicle are eligible for the excise tax exemption. The
District of Columbia Department of Motor Vehicles (DMV) determines which
EVs qualify. For more information, including eligible EVs, see the
District of Columbia [Department of Motor
Vehicles](https://dmv.dc.gov/node/155352) website. (Reference [District
of Columbia Code](https://code.dccouncil.us/dc/council/code/)
50-2201.03(j)(3)(J))
",2017-01-01 00:00:00 UTC,2019-01-18 00:00:00 UTC,false,15,State Incentives,"",2019-02-08 21:16:49 UTC,,,,"",ELEC|PHEV,EXEM|TAX,"",FLEET|IND,http://dccouncil.us/|https://code.dccouncil.us/dc/council/code/
6143,CA,Electric Vehicle (EV) Charging Rate Reduction - SCE,"Southern California Edison (SCE) offers a discounted electricity rate to
customers that own or lease an EV. Two rate schedules are available for
EV charging during on- and off-peak hours. For more information, see the
SCE [EV
Plans](https://www.sce.com/residential/rates/electric-vehicle-plans)
website.
",,,false,145,Utility/Private Incentives,"",,,,,"",ELEC|PHEV,OTHER,"",IND,""
6155,WI,Alternative Fuel Tax Refund for Taxis,"A person using alternative fuel to operate a taxi used to transport
passengers may be reimbursed for the cost of the Wisconsin state fuel
tax. Refund claims must be filed within one year of the fuel purchase
date and must be for a minimum of 100 gallons of alternative fuel.

(Reference [Wisconsin Statutes 78.75(1m)(a)(1) and 78.75(1m)(b)](http://legis.wisconsin.gov/rsb/stats.html))",,,false,25,State Incentives,"",,,,,"",ELEC|HY|NG|PHEV|LPG,TAX,"",FLEET|IND,http://legis.wisconsin.gov/rsb/stats.html
6304,NY,High Occupancy Vehicle (HOV) Lane Exemption,"Through the Clean Pass Program, eligible electric-drive vehicles may use
the Long Island Expressway (LIE) HOV lanes, regardless of the number of
occupants in the vehicle. Vehicles must display the Clean Pass vehicle
sticker, which is available from the New York State Department of Motor
Vehicles. To apply for the Clean Pass vehicle sticker, visit the [Clean
Pass Stickers for HOV Lanes on the LIE](https://dmv.ny.gov/cleanpass)
website. This exemption expires September 30, 2025. For more
information, including a list of eligible vehicles and Clean Pass
sticker application instructions, see the [Clean Pass
Program](https://www.dot.ny.gov/portal/page/portal/programs/clean-pass?nd=nysdot)
website.
",2006-03-01 00:00:00 UTC,,false,45,State Incentives,"",,2025-09-30 00:00:00 UTC,,,"",ELEC|HEV|PHEV,EXEM,"",FLEET|GOV|IND,""
6307,CA,Alternative Fuel and Vehicle Incentives,"The California Energy Commission (CEC) administers the Clean
Transportation Program (Program) to provide financial incentives for
businesses, vehicle and technology manufacturers, workforce training
partners, fleet owners, consumers, and academic institutions with the
goal of developing and deploying alternative and renewable fuels and
advanced transportation technologies. Funding areas include:

-   Electric vehicles and charging infrastructure;
-   Hydrogen vehicles and refueling infrastructure;
-   Medium- and heavy-duty zero emission vehicles;
-   Natural gas vehicles and refueling infrastructure;
-   Biofuels; and,
-   Workforce development.

The CEC must prepare and adopt an annual [Investment
Plan](https://www.energy.ca.gov/transportation/arfvtp/investmentplans.html)
for the Program to establish funding priorities and opportunities that
reflect program goals and to describe how program funding will
complement other public and private investments. For more information,
see the
[Program](https://www.energy.ca.gov/programs-and-topics/programs/clean-transportation-program)
website.

(Reference [California Health and Safety Code 44272 - 44273 ](https://leginfo.legislature.ca.gov/faces/home.xhtml) and [California Code of Regulations, Title 13, Chapter 8.1](http://www.oal.ca.gov/))",2007-10-14 00:00:00 UTC,2012-10-05 00:00:00 UTC,false,20,State Incentives,"",,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT|LOANS,"",STATION|FLEET|GOV|OTHER|IND,http://www.oal.ca.gov/|https://leginfo.legislature.ca.gov/faces/home.xhtml|http://www.oal.ca.gov/
6489,CA,Electric Vehicle (EV) and Compressed Natural Gas (CNG) Rate Reduction - PG&E,"Pacific Gas & Electric (PG&E) offers discounted residential time-of-use
rates for electricity used to charge EVs during off-peak hours.
Discounted rates are also available for CNG or uncompressed natural gas
used in vehicle home fueling appliances. For more information, see the
PG&E [EV Rate
Plans](https://www.pge.com/en_US/residential/rate-plans/rate-plan-options/electric-vehicle-base-plan/electric-vehicle-base-plan.page?)
and [CNG for
Vehicles](http://www.pge.com/myhome/environment/pge/cleanair/naturalgasvehicles/rates/)
websites.
",,,false,152,Utility/Private Incentives,"",,,,,"",ELEC|NG|PHEV,OTHER|TOU,"",IND,""
6578,CO,Electric Vehicle (EV) and EV Charging Station Grants,"The Colorado Energy Office (CEO) provides grants through the Charge
Ahead Colorado program to support EV and EV charging stations adoption
by individual drivers and fleets. Grants will fund 80% of the cost of EV
charging station, up to \$6,000 for a fleet-only Level 2 station,
\$9,000 for a dual port Level 2 station, up to \$35,000 for a direct
current fast charging (DCFC) station capable of providing at least 50
kilowatts (kW), and up to \$50,000 for a DCFC station capable providing
at least 100kW. Eligible EV charging stations applicants include local
governments; state and federal government agencies; public universities;
public transit agencies; private non-profit or for-profit corporations;
landlords of multi-unit dwellings; and owners associations of common
interest communities. For more information, including application
deadlines, see the [Charge Ahead Colorado Grant
Application](https://cleanairfleets.org/programs/charge-ahead-colorado)
website and the CEO [Charge Ahead
Colorado](https://energyoffice.colorado.gov/zero-emission-vehicles/charge-ahead-colorado)
website.

(Reference [Colorado Revised Statutes 24-38.5-103](https://leg.colorado.gov/colorado-revised-statutes))",2009-06-04 00:00:00 UTC,2014-04-11 00:00:00 UTC,false,15,State Incentives,"",2018-07-11 17:45:00 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|FLEET|GOV|IND|TRANS,https://leg.colorado.gov/colorado-revised-statutes|http://www.leg.state.co.us/clics/clics2012B/cslFrontPages.nsf/HomeSplash?OpenForm
6592,DE,Vehicle-to-Grid Energy Credit,"Retail electricity customers with at least one grid-integrated electric
vehicle (EV) may qualify to receive kilowatt-hour credits for energy
discharged to the grid from the EV's battery at the same rate that the
customer pays to charge the battery. A grid-integrated EV is defined as
a battery-powered motor vehicle that has the ability for two-way power
flow between the vehicle and the electric grid as well as communications
hardware and software that allow for external control of battery
charging and discharging.

(Reference [Delaware Code Title 26, Chapter 10, Section 1001 and 1014g](http://delcode.delaware.gov/index.shtml))",2009-09-21 00:00:00 UTC,,false,10,State Incentives,"",,,,,"",ELEC|PHEV,RBATE,"",FLEET|IND,http://delcode.delaware.gov/index.shtml
6614,CA,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - SDG&E,"San Diego Gas & Electric (SDG&E) offers three EV TOU rates to
residential customers. For more information, including eligibility
requirements and rate details, see the SDG&E [EV
Plans](https://www.sdge.com/residential/pricing-plans/about-our-pricing-plans/electric-vehicle-plans)
website.
",,,false,153,Utility/Private Incentives,"",,,,,"",ELEC|PHEV,OTHER,"",STATION|IND,""
8161,CA,Plug-In Hybrid and Zero Emission Light-Duty Vehicle Rebates,"The Clean Vehicle Rebate Project (CVRP) offers rebates for the purchase
or lease of qualified vehicles. Qualified vehicles include light-duty
electric vehicles (EVs), fuel cell electric vehicles (FCEVs), and
plug-in hybrid electric vehicles (PHEVs) the California Air Resources
Board (CARB) has approved or certified. The rebate amounts are up to
\$4,500 for FCEVs, \$2,000 for EVs, \$1,000 for PHEVs, and \$750 for
zero emission motorcycles. Rebates are available on a first-come,
first-served basis to California residents who purchase or lease new
eligible vehicles. Residents of San Diego County may be eligible for a
preapproved rebate through the CVRP [Rebate
Now](https://cleanvehiclerebate.org/en/dealer/rebate-now) pilot.
Manufacturers must apply to CARB to have their vehicles included in the
CVRP.

Individuals are eligible for the rebate based on gross annual income, as
stated on the individual's federal tax return. Individuals with a gross
annual income below the following thresholds are eligible for all
rebates except those that apply to FCEVs:

-   \$135,000 for single filers
-   \$175,000 for head-of-household filers
-   \$200,000 for joint filers

For individuals with low and moderate household incomes of less than or
equal to 400% of the federal poverty level, rebates are increased by
\$2,500. Increased rebates are available for CARB-approved FCEVs, PHEVs,
and EVs. CARB must provide outreach to low-income households and
communities to raise awareness about CVRP.

For more information, including information on income verification, a
list of eligible vehicles, and instructions on how to apply, see the
[CVRP](https://cleanvehiclerebate.org/eng) website.

(Reference [California Health and Safety Code 44274 and 44258](http://www.oal.ca.gov/))",2010-03-15 00:00:00 UTC,2018-09-13 00:00:00 UTC,false,12,State Incentives,"",2019-12-10 14:35:57 UTC,,,,"",ELEC|HY|NEVS|PHEV,RBATE,"",IND,http://www.oal.ca.gov/|http://www.oal.ca.gov/|http://leginfo.legislature.ca.gov/faces/home.xhtml
