Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
4703,PA,Alternative Fuel Vehicle (AFV) Rebates,"The Greater Philadelphia Clean Cities Program (GPCCP) has
Congestion Mitigation Air Quality (CMAQ) funding available for
AFV rebates. The Clean Fueled Fleets Grant is designed to offer
up to 72% of the incremental cost of purchasing AFVs. Up to
$4,000 is available for light duty AFVs, up to $7,000 is
available for medium duty AFVs, and up to $10,000 is available
for heavy duty AFVs. Additionally, some of GPCCP's rebates also
cover the costs of installing and purchasing AFV refueling
stations. To qualify for these rebates, applicants must become
members of the GPCCP and complete and sign an application,
agreeing to certain terms and conditions, such as monitoring fuel
use.",,,false,20,State Incentives,"",,2005-11-01 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,RBATE,"",STATION|FLEET|IND,""
4758,UT,Alternative Fuel and Fuel-Efficient Vehicle Tax Credit,"Through 2016, new electric, natural gas, and propane vehicles registered
in Utah are eligible for an income tax credit of 35% of the vehicle
purchase price, up to \$1,500. Plug-in hybrid electric vehicles (PHEVs)
will be eligible for a tax credit of \$1,000. Leased electric, natural
gas, and propane vehicles are eligible for a tax credit on a prorated
basis up to \$1,500. Leased plug-in hybrid electric vehicles will be
eligible for a prorated tax credit up to \$1,000. For additional
information, including eligible vehicles and restrictions, see the Clean
Fuel Vehicle Tax Credit website. (Reference [House
Bill](http://le.utah.gov/) 87, 2016, and [Utah
Code](http://le.utah.gov/xcode/code.html) 19-1-406, 59-7-605, and
59-10-1009)
",,2016-03-29 00:00:00 UTC,false,10,State Incentives,"",2016-04-11 21:15:32 UTC,2016-12-31 00:00:00 UTC,,,"",AFTMKTCONV|ELEC|EFFEC|NG|PHEV|LPG,TAX,"",FLEET|IND,http://le.utah.gov/xcode/code.html|http://le.utah.gov/
4759,UT,Alternative Fuel Vehicle and Fueling Infrastructure Grants and Loans,"The Utah Clean Fuels and Vehicle Technology Grant and Loan Program,
funded through the Clean Fuels and Vehicle Technology Fund, provides
grants and loans to assist businesses and government entities to
include:

-   Up to 50% of the incremental cost of purchasing original equipment
    manufactured clean fuel vehicles,
-   Up to 50% of the cost of converting vehicles to a cleaner burning
    fuel, and
-   The cost of fueling equipment for public/private sector business and
    government vehicles (grants require federal and non-federal matching
    funds).

This program does not support E85 or biodiesel projects. For the purpose
of this program, clean fuels include propane, compressed natural gas,
and electricity. For more information, see the [Utah Clean Fuels
Program](https://air.utah.gov/altfuel/index.php) website.

(Reference [Utah Code](http://le.utah.gov/xcode/code.html) 19-1-401
through 19-1-405)
",,2016-03-29 00:00:00 UTC,false,15,State Incentives,"",2016-04-11 21:20:27 UTC,,2019-02-01 00:00:00 UTC,,"",ELEC|HY|NG|PHEV|LPG,GNT|LOANS,"",STATION|FLEET|IND,http://le.utah.gov/xcode/code.html
4813,WV,Alternative Fuel Vehicle (AFV) Tax Credit,"The state of West Virginia offers a tax credit for the
incremental cost of purchasing an Original Equipment Manufacturer
AFV, or for the cost of converting a vehicle to operate on an
alternative fuel. The tax credit became effective on July 1,
1997, for either personal or corporate income tax. The maximum
credit depends on the vehicle type and Gross Vehicle Weight
Rating (GVWR), as shown below, and cannot exceed the incremental
or conversion cost. Eligible alternative fuels include compressed
natural gas (CNG), liquefied natural gas, liquefied petroleum
gas, blends of 85% or more of methanol and ethanol, other
alcohols, alcohol-derived liquids, and electricity. The credit is
taken in three equal increments over three years and expires June
30, 2006.

GVWR/Vehicle Type
Non-Electric
Vehicle Tax Credit
Electric Vehicle
Tax Credit

10,000 pounds (lbs.) or less
$3,750
$4,125

10,000 to 26,000 lbs.
$9,250
$10,175

Trucks or vans over 26,000 lbs.
$50,000
$55,000

Buses seating over 20 adults
$50,000
$55,000

(Reference West Virginia Code ( http://www.legis.state.wv.us/WVCODE/masterfrm3Banner.cfm ) 11-6D)",,,false,10,State Incentives,"",,2006-06-30 00:00:00 UTC,,,"",ETH|ELEC|NG|PHEV|LPG,TAX,"",FLEET|IND,""
5092,CT,Alternative Fuel Vehicle (AFV) Tax Credit,"Prior to January 1, 2008, a Corporation Business Tax credit is
available for 10% of the incremental cost of purchasing a new
dedicated compressed natural gas, liquefied natural gas,
liquefied petroleum gas, or electric vehicle. This credit may be
carried forward for up to three years. (Reference Connecticut
General Statutes ( http://www.cga.ct.gov ) 12-217i)",,,false,15,State Incentives,"",,2008-01-01 00:00:00 UTC,,,"",ELEC|NG|PHEV|LPG,TAX,"",FLEET|IND,""
5163,UT,High Occupancy Vehicle (HOV) Lane Exemption,"Vehicles with clean fuel license plates are authorized to travel in HOV
lanes regardless of the number of occupants, to the extent authorized or
permitted by federal law or federal regulation. The clean fuel plate
must be purchased from a Utah Motor Vehicles office for a fee of \$15.
Vehicle owners must first obtain a C Plate permit from the Utah
Department of Transportation. To be eligible for a clean fuel license
plate, a vehicle must meet the definition of a clean fuel vehicle as
defined in Utah Code 59-13-102. (Reference [Utah
Code](https://le.utah.gov/xcode/code.html) 41-1a-418, 41-1a-1211,
41-6a-702 and 59-13-102)
",,2008-03-17 00:00:00 UTC,false,20,State Incentives,"",,2010-12-31 00:00:00 UTC,,,"",ELEC|HY|NG|PHEV|LPG,EXEM,"",FLEET|IND,http://le.utah.gov/~code/code.htm
5180,GA,Zero Emission Vehicle (ZEV) Tax Credit,"An income tax credit is available to individuals who purchase or lease a
new ZEV. The amount of the tax credit is 20% of the vehicle cost, up to
\$5,000. For the purpose of this credit, a ZEV is defined as a motor
vehicle that has zero tailpipe and evaporative emissions, including a
pure electric vehicle. Low-speed vehicles do not qualify for this
credit. Any portion of the credit not used in the year the ZEV is
purchased or leased may be carried over for up to five years. The tax
credit expires July 1, 2015. For more information, see the Georgia
Department of Natural Resources Alternative Fuels and Tax Credits
website. (Reference [House
Bill](http://www.legis.ga.gov/en-US/default.aspx) 170, 2015, and
[Georgia Code](http://www.legis.ga.gov/en-US/default.aspx) 48-7-40.16)
",,2015-05-04 00:00:00 UTC,false,15,State Incentives,"",2015-10-15 22:21:08 UTC,2015-07-01 00:00:00 UTC,,,"",ELEC|PHEV,TAX,"",FLEET|IND,http://www.legis.ga.gov/en-US/default.aspx|http://www.legis.ga.gov/en-US/default.aspx
5199,IN,Alternative Fuel Vehicle (AFV) Grants,"The Office of the Lieutenant Governor, Energy Group administers
the AFV Grant Program for projects that involve the purchase of
AFVs, conversion of conventionally fueled vehicles to operate on
alternative fuels, installation of AFV refueling facilities,
purchase and use of renewable transportation fuels, or
combinations of these purposes. AFVs include vehicles capable of
operating on electricity, ethanol, propane, hydrogen and natural
gas, as defined by the Energy Policy Act of 1992 (EPAct). They do
not include hybrid electric vehicles. Grant amounts range from
$2,000 to $50,000 and are determined according to the following
formulas:

* For the purchase of OEM AFVs for which the manufacturer
produces a conventionally fueled equivalent, 80% of the
incremental cost is eligible for funding.
* For the purchase of OEM AFVs for which the manufacturer does
not produce a conventionally fueled equivalent, 30% of the
overall cost of the vehicle is eligible for funding.
* For the conversion of vehicles to run on an alternative fuel,
80% of the cost of conversion is eligible for funding.
* For the purchase and installation of refueling facilities for
an alternative fuel to be used in vehicles, 50% of the facility
cost is eligible for funding.
* For the purchase and use of E85 or biodiesel in blends of 20%
or higher, 50% of the incremental cost is eligible for funding.

Project budgets may include funding from third party sources, but
the applicant itself must directly contribute at least 20% of the
project's total budget. If a grant is awarded, the applicant
will receive funds on a reimbursement basis only. Businesses,
non-profit institutions and units of local government (including
public school systems) are eligible to apply. AFV grants will
not be awarded to fund research projects. Entities that are
required to purchase alternative fuel vehicles under the Energy
Policy Act of 1992 are not eligible for grants under this
program.",,,false,10,State Incentives,"",,2006-03-31 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT,"",STATION|PURCH|FLEET|IND,""
5208,DC,Alternative Fuel Vehicle (AFV) Incentives,"The Clean Fuel Fleet Program included an initiative for the
District of Columbia (D.C.) to develop alternative fuel vehicle
(AFV) incentives, such as income tax credits for AFVs, motor fuel
exemptions, and preferential parking. However, the D.C. Council
has not implemented the measure.",,,false,20,State Incentives,"",,2006-09-01 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,EXEM|TAX,"",STATION|FLEET|IND,""
5246,CO,"Alternative Fuel, Advanced Vehicle, and Idle Reduction Technology Tax Credit","The Colorado Department of Revenue offers the Innovative Motor Vehicle
Credit for a vehicle titled and registered in Colorado that uses or is
converted to use an alternative fuel, is a diesel hybrid electric
vehicle (HEV), is a plug-in hybrid electric vehicle (PHEV), or has its
power source replaced with one that uses an alternative fuel. Electric
vehicles (EVs) and PHEVs must have a maximum speed of at least 55 miles
per hour. Qualified idle reduction technologies, aerodynamic
technologies, and clean fuel trailers are also eligible for the tax
credit. Credits for vehicles purchased or converted January 1, 2014,
through December 31, 2021, are based on defined vehicle and technology
categories as listed below. Credit amounts vary for each category,
vehicle weight, and tax year. Percentages apply to the base model
manufacturer\'s suggested retail price (MSRP) for EV and PHEV purchases,
and to the actual cost paid for EV and PHEV leases, eligible
conversions, idle reduction and aerodynamic technologies, and clean
trailer purchases or conversions. The actual cost paid or MSRP must
account for eligible federal credits, grants, or rebates; therefore
taxpayers must subtract credits, grants, or rebates amounts before
applying the percentage calculations listed below.

::: {align=""center""}
  Category                                                                                                                                                    2014-2016  2017-2018   2019        2020        2021
  ---------------------------------------------------------------------------------------------------------------------------------------------------------- ----------- ----------- ----------- ----------- -----------
  1 - Original equipment manufacturer (OEM) light-duty EV or PHEV                                                                                             See below  See below   See below   See below   See below
  1A - Conversion of a light-duty motor vehicle to a EV or PHEV                                                                                                  75%     75%         56.25%      37.5%       18.75%
  2 - Light-duty diesel-electric hybrid passenger vehicle with a minimum fuel economy of 70 miles per gallon (mpg)                                               15%     15%         11.25%      7.5%        3.75%
  3 - Light-duty passenger vehicle, light-duty truck, or medium-duty diesel-electric truck conversion that increases original fuel economy by at least 40%       25%     25%         18.75%      12.5%       6.25%
  4 - Dedicated or bi-fuel OEM vehicle powered by compressed natural gas (CNG) or liquefied petroleum gas (LPG or propane)                                       18%     15%         11.25%      7.5%        3.75%
  4A - Dedicated or bi-fuel vehicle converted to use CNG or propane                                                                                              55%     45%         33.75%      22.5%       11.25%
  4B - Dedicated or bi-fuel OEM truck powered by liquefied natural gas (LNG) or hydrogen                                                                         18%     15%         11.25%      7.5%        3.75%
  4C - Dedicated or bi-fuel truck converted to use LNG or hydrogen                                                                                               55%     45%         33.75%      22.5%       11.25%
  5 - Idle reduction technologies                                                                                                                                25%     25%         25%         25%         25%
  6 - Aerodynamic technologies                                                                                                                                   25%     25%         25%         25%         25%
  7 - OEM EV truck or PHEV truck                                                                                                                                 18%     15%         11.25%      7.5%        3.75%
  7A - Conversion to an EV truck or PHEV truck                                                                                                                   55%     45%         33.75%      22.5%       11.25%
  8 - Clean fuel refrigerated trailer (purchased after July 1, 2014)                                                                                             18%     15%         11.25%      7.5%        3.75%
  8A - Conversion to a clean fuel refrigerated trailer (after July 1, 2014)                                                                                      55%     45%         33.75%      22.5%       11.25%
  9 - Hydraulic hybrid trailer                                                                                                                                   55%     45%         33.75%      22.5%       11.25%
:::

Credits for EVs and PHEVs in Category 1 are equal to the actual cost
incurred to purchase or lease the vehicle, multiplied by the battery
capacity, and divided by 100. That amount must be multiplied by a factor
to determine the credit amount, as follows: 1.0 for 2014-2018, 0.75 for
2019, 0.50 for 2020, and 0.25 for 2021.

Annual credit caps exist for each technology type and vehicle weight
class, and for cumulative annual credits. A person who claimed a tax
credit in previous years for the purchase or lease of Model Year 2004
and newer HEV may claim an additional credit for the conversion of the
same vehicle to a PHEV. The purchase of a used vehicle may qualify if
the vehicle was not previously registered in Colorado. Credits may not
be carried forward and a taxpayer will receive a refund for the excess
credit.

Credits for vehicles purchased, leased, or converted during the 2014 tax
year may be determined in one of two different ways. For more
information, see the Department of Revenue\'s [Income 67
FYI](https://www.colorado.gov/pacific/sites/default/files/Income67.pdf)
publication.

(Reference Colorado Revised Statutes 39-22-516.5, 39-22-516.7, and
39-22-516.8)
",,2014-06-06 00:00:00 UTC,false,10,State Incentives,"",2014-07-15 15:51:20 UTC,2021-12-31 00:00:00 UTC,,,"",AFTMKTCONV|ELEC|HEV|HY|IR|NG|PHEV|LPG,TAX,"",MAN|FLEET|IND,http://www.lexisnexis.com/hottopics/michie/|http://www.leg.state.co.us/clics/clics2013A/cslFrontPages.nsf/HomeSplash?OpenForm
5299,ME,Alternative Fuel Vehicle (AFV) and Fueling Infrastructure Loans,"The Finance Authority of Maine (Authority) manages the Clean Fuel
Vehicle Fund, a non-lapsing revolving loan fund, which may be used for
direct loans and grants to support production, distribution and
consumption of clean fuels and biofuels. The Authority may also insure
up to 100% of a loan for a clean fuel or biofuel project. The total
amount of all loans insured may not exceed \$5,000,000. Clean fuel is
defined as compressed natural gas, liquefied natural gas, propane,
hydrogen, alcohol fuels containing at least 85% alcohol by volume,
electricity, or any other transportation fuel that results in lower
emissions of oxides of nitrogen, volatile organic compounds, carbon
monoxide, and/or particulates than gasoline or diesel fuel. Biofuel is
defined as ethanol, biodiesel, hydrogen, methanol, or any other
transportation fuel derived from agricultural crops or residues, or from
forest products or byproducts. The Clean Fuel Vehicle Fund requires
funding by the Maine Legislature.(Reference Maine Revised Statutes Title
10, Sections 963-A, 1023-K, and 1026-A, and Title 36, Section 5219-X)
",,2009-05-12 00:00:00 UTC,false,20,State Incentives,"",,,2012-02-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,LOANS,"",STATION|AFP|PURCH|FLEET|IND,http://janus.state.me.us/legis/statutes/
5302,RI,Electric Vehicle (EV) Tax Credit,"A taxpayer entitled to a federal qualified EV tax credit is also
entitled to a state tax credit equal to 25% of the federal
qualified EV tax credit. (Reference Rhode Island Code ( http://www.rilin.state.ri.us/Statutes/Statutes.html ) 44-30-2.6)",,,false,15,State Incentives,"",,2007-12-31 00:00:00 UTC,,,"",ELEC|PHEV,TAX,"",FLEET|IND,""
5322,NY,Alternative Fuel Vehicle (AFV) Technical Assistance,"The New York State Energy Research and Development Authority (NYSERDA)
manages the New York State Clean Cities Sharing Network (Network), which
provides technical, policy, and program information about AFVs.
Membership is open to all organizations, businesses, and individuals
interested in AFVs and members are notified about upcoming funding
opportunities and events. The Network publishes information about tax
incentives, fueling stations, case studies, and contact information for
the Clean Cities program and other industry leaders. The Network also
organizes and sponsors technical workshops. For more information, see
the [NYSERDA Transportation
Programs](http://www.nyserda.ny.gov/en/Page-Sections/Research-and-Development/Transportation/Alternative-Fuel-Vehicles.aspx)
website.
",,,false,40,State Incentives,"",,,2012-12-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,OTHER,"",STATION|MAN|FLEET|OTHER|IND,""
5369,CA,Alternative Fuel Vehicle (AFV) License Fee,"In order to equalize the vehicle license fee between AFVs and
conventional fuel vehicles, the incremental cost of purchasing an
AFV is exempt from the vehicle license fee (of 2%) when the costs
are more than the most comparable conventional fuel vehicle, as
determined by the California Energy Commission. This reduction
applies to new, light-duty AFVs that are certified to meet or
exceed Ultra Low Emission Vehicle standards. This program expires
January 1, 2009. (Reference California Revenue and Taxation Code
( http://www.oal.ca.gov/ ) 10759.5)",,,false,120,Laws and Regulations,"",,2009-01-01 00:00:00 UTC,,,"",ELEC|HY|NG|PHEV|LPG,EXEM,REGIS,MAN|FLEET|IND,http://www.oal.ca.gov/
5424,GA,Alternative Fuel Vehicle (AFV) Tax Credit,"An income tax credit is available to individuals who purchase or lease a
new dedicated AFV or convert a vehicle to operate solely on an
alternative fuel. The amount of the tax credit is 10% of the vehicle
cost, up to \$2,500. Qualified vehicles must meet emissions standards
the Georgia Department of Natural Resources (DNR) has defined. Eligible
alternative fuels include natural gas, propane, hydrogen, coal-derived
liquid fuels, fuels other than alcohol derived from biological
materials, and electricity. Any portion of the credit not used in the
year the AFV is purchased or converted may be carried over for up to
five years. This incentive does not apply to hybrid electric vehicles.
The tax credit expires July 1, 2015. For more information, see the DNR
Alternative Fuels and Tax Credits website. (Reference [House
Bill](http://www.legis.ga.gov/en-US/default.aspx) 170, 2015, and
[Georgia Code](http://www.legis.state.ga.us/) 48-7-40.16)
",,2015-05-04 00:00:00 UTC,false,10,State Incentives,"",2015-10-15 22:20:23 UTC,2015-07-01 00:00:00 UTC,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",FLEET|IND,http://www.legis.state.ga.us/|http://www.legis.ga.gov/en-US/default.aspx
5518,AR,Alternative Fuels Commission,"The Arkansas Alternative Fuels Commission Act of 2003 established
a seven-member alternative fuels commission to develop,
coordinate, and promote the utilization of alternative fuels
throughout the state, with emphasis on the production,
development, promotion, and utilization of alternative fuels in
transportation. The Commission is in charge of making grants and
loans, and controls the Alternative Fuels Fund. (Reference
Arkansas Code ( http://www.arkleg.state.ar.us ) 15-10-601 and
15-10-701)",,,false,60,Laws and Regulations,"",,,2007-03-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT|LOANS,"",STATION|AFP|FLEET|OTHER|IND,""
